Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Conversao Resgate,Pagamento Resgate,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta
ACOES,CAIXA ATENA FIC FIF AÇÕES LIVRE QUANT RESP LTDA,CAIXA ATENA FIC FIF ACOES LIVRE QUANT RESP LTDA,31/07/2019,"1,89931800","-0,203","-6,10","-1,97","12,48","48,701",PF,PF | PJ,http://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/FIC-FIA-acoes-livres/Paginas/default.aspx,22.791.154/0001-81,5978,Arrojado,2.0,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5978.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5978.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5978.pdf
ACOES,CAIXA FIF AÇÕES PETROBRAS PRÉ-SAL RESP LTDA,CAIXA FIF ACOES PETROBRAS PRE-SAL RESP LTDA,28/09/2010,"6,54339300","-1,413","-12,61","39,50","47,16","122,002",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-petrobras-pre-sal,11.060.594/0001-42,5420,Arrojado,0.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5420.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5420.pdf
ACOES,CAIXA FIF ACOES BANCO DO BRASIL PLUS RESP LTDA,CAIXA FIF ACOES BANCO DO BRASIL PLUS RESP LTDA,23/10/2019,"1.321,22010500","-0,194","-5,20","-3,34","-12,35","42,429",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/Caixa-FI-Acoes-Banco-do-Brasil-Plus/Paginas/default.aspx,30.068.271/0001-40,6447,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6447.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6447.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6447.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6447.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6447.pdf
ACOES,CAIXA FIF AÇÕES VALE DO RIO DOCE RESP LTDA,CAIXA FIF ACOES VALE DO RIO DOCE RESP LTDA,20/02/2002,"39,50562000","0,448","2,64","14,35","63,85","674,724",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-vale-rio-doce,04.885.820/0001-69,5301,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5301.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5301.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5301.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5301.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5301.pdf
ACOES,CAIXA FIF ACOES SEGURIDADE RESP LTDA,CAIXA FIF ACOES SEGURIDADE RESP LTDA,03/05/2021,"2,64647000","-0,907","-1,66","9,25","22,10","440,181",PF,GOV | PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-seguridade/Paginas/default.aspx,30.068.049/0001-47,6499,Arrojado,0.2,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6499.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6499.pdf
ACOES,CAIXA FIF AÇÕES IBRX ATIVO RESP LTDA,CAIXA FIF ACOES IBRX ATIVO RESP LTDA,12/09/2005,"4,84905700","-0,467","-5,69","8,05","25,44","23,439",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ibrx-ativo,05.164.370/0001-88,5392,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5392.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5392.pdf
ACOES,CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA,CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA,26/01/2021,"1.522,21728900","-0,392","-6,10","4,59","15,36","30,484",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/caixa-fia-indexa-setor-financeiro/Paginas/default.aspx,40.209.029/0001-00,6530,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6530.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6530.pdf
ACOES,CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA,CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA,02/09/2021,"1,96341000","-0,198","-4,21","-3,49","9,24","1,798",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fic-fia-dividendos-quantitativo/Paginas/default.aspx,42.120.405/0001-03,6591,Arrojado,2.0,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6591.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6591.pdf
ACOES,CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA,CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA,12/09/2005,"5,92982800","-0,715","-6,21","10,23","27,01","44,013",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-pibb-sem-opcao-de-venda,05.164.361/0001-97,5393,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5393.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5393.pdf
ACOES,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,01/02/2007,"2,24044700","-0,494","-4,70","6,78","23,67","35,962",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ibovespa-ativo,08.046.355/0001-23,5394,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5394.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5394.pdf
ACOES,CAIXA FIF AÇÕES PETROBRÁS RESP LTDA,CAIXA FIF ACOES PETROBRAS RESP LTDA,10/07/2000,"43,06610400","-1,606","-12,06","47,51","51,71","860,805",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-petrobras,03.914.671/0001-56,48,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0048.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_48.pdf
ACOES,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,14/06/2022,"0,87645700","-0,608","-4,62","-8,94","-18,10","2,966",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-indexa-iagro/Paginas/default.aspx,45.443.601/0001-07,6620,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6620.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6620.pdf
ACOES,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,05/11/2021,"1,20739200","0,311","0,83","-0,22","13,89","3,883",PF,PF | PJ | RPPS,http://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/FIA-Institucional-BDR-nivel-I/Paginas/default.aspx,43.760.251/0001-87,6593,Arrojado,1.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6593.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6593.pdf
ACOES,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,24/03/2025,"1,30745200","-0,906","-1,67","9,18","21,93","19,439",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-seguridade/Paginas/default.aspx,59.815.671/0001-53,7971,Arrojado,0.2,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7971.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7971.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7971.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_7971.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7971.pdf
ACOES,CAIXA FIF ACOES ELETROBRAS RESP LTDA,CAIXA FIF ACOES ELETROBRAS RESP LTDA,30/05/2022,"1,78146200","-1,732","-15,16","3,63","66,20","275,345",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-eletrobras/Paginas/default.aspx,45.443.475/0001-90,6602,Arrojado,0.45,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6602.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6602.pdf
ACOES,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,05/10/2020,"1.010,25138700","-0,003","-5,58","3,04","18,25","7,969",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/CAIXA-Expert-Verde-Am-Long-Bias-FIC-Acoes/Paginas/default.aspx,30.068.071/0001-97,6994,Arrojado,0.7,10000.0,D+22 (du),D+24 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6994.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6994.pdf
ACOES,CAIXA EXPERT CLARITAS VALOR FIC FIF AÇÕES - RESP LTDA,CAIXA EXPERT CLARITAS VALOR FIC FIF ACOES - RESP LTDA,19/10/2020,"1.520,14123300","-0,003","-5,50","1,62","13,31","22,121",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/caixa-expert-claritas-valor-fic-acoes/Paginas/default.aspx,30.068.060/0001-07,6397,Arrojado,0.6,10000.0,D+23 (du),D+25 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6397.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6397.pdf
FUNDO DE INDICE,CAIXA ETF IBOVESPA FUNDO DE ÍNDICE RESP LTDA,CAIXA ETF IBOVESPA FUNDO DE INDICE RESP LTDA,12/11/2012,"171,43867441","-0,471","-6,08","8,79","25,41","42,861",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-indices/etf-ibovespa-fundo-de-indice/,,,,,,,,,,,,
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS ELETROBRAS MIGRACAO,CAIXA FMP-FGTS ELETROBRAS MIGRACAO,09/06/2022,"1,82015400","-1,732","-15,17","3,66","66,47","4,980",PF,PF,https://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-eletrobras-migracao,45.443.366/0001-73,6601,Arrojado,0.2,200.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6601.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6601.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6601.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6601.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6601.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS ELETROBRAS RESP LTDA,CAIXA FMP-FGTS ELETROBRAS RESP LTDA,14/06/2022,"1,77482900","-1,751","-15,24","3,67","66,50","1.621,362",PF,PF,https://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-eletrobras,45.160.183/0001-40,6600,Arrojado,0.2,200.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6600.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6600.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6600.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6600.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6600.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS IV RESP LTDA,CAIXA FMP-FGTS PETROBRAS IV RESP LTDA,17/08/2000,"47,90709400","-1,608","-12,03","47,91","52,59","693,038",PF,PF,https://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-petrobas-4,03.555.959/0001-81,5204,Arrojado,0.95,300.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5204.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5204.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5204.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5204.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5204.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE II RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE II RESP LTDA,27/03/2002,"43,76866400","0,450","2,68","14,59","64,75","792,723",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-vale-do-rio-doce-2,04.885.824/0001-47,5206,Arrojado,1.4,10000.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5206.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5206.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS CL ABSOLUTO RESP LTDA,CAIXA FMP-FGTS CL ABSOLUTO RESP LTDA,24/08/2001,"16,68958100","-0,215","-5,88","-1,04","14,96","115,429",PF,PF,https://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-cl-absoluto,04.602.186/0001-00,5251,Arrojado,1.9,0.01,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5251.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5251.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5251.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5251.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5251.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE MIGRAÇÃO RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE MIGRACAO RESP LTDA,26/02/2002,"36,69751400","0,447","2,62","14,36","63,58","11,986",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-vale-do-rio-doce-migracao,04.885.832/0001-93,5253,Arrojado,1.9,0.01,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5253.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5253.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5253.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5253.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5253.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS II RESP LTDA,CAIXA FMP-FGTS PETROBRAS II RESP LTDA,17/08/2000,"42,32924100","-1,605","-12,06","47,64","51,88","600,094",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-petrobas-2,03.915.910/0001-92,5202,Arrojado,1.4,0.01,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5202.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5202.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5202.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5202.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5202.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE I RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE I RESP LTDA,27/03/2002,"37,68537500","0,449","2,64","14,36","63,87","474,680",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-vale-do-rio-doce-2,04.885.824/0001-47,5206,Arrojado,1.4,10000.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5206.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5206.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS III RESP LTDA,CAIXA FMP-FGTS PETROBRAS III RESP LTDA,17/08/2000,"45,00800600","-1,604","-12,04","47,80","52,23","690,870",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-petrobas-3,03.915.903/0001-90,5203,Arrojado,1.2,10000.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5203.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5203.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5203.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5203.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5203.pdf
RENDA FIXA SIMPLES,CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA,CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA,13/06/2025,"1,12180200","0,047","0,84","4,85","0,00","55,285",PJ,PJ,http://site.extra.caixa.gov.br/fundos-investimento/fundo-simples/fic-azulzinha-rf-simples/Paginas/default.aspx,61.160.298/0001-91,7972,Conservador,1.3,0.01,D+0 (du),D+00 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7972.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7972.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7972.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7972.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7972.pdf
RENDA FIXA SIMPLES,CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA,CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA,12/07/2023,"1,35382500","0,047","0,85","4,90","13,04","210,407",PJ,PJ,https://www.caixa.gov.br/fundos-investimento/fundo-simples/fic-ametista-corporativo-rf-simples/Paginas/default.aspx,,,,,,,,,,,,
RENDA FIXA,CAIXA FIC FIF EQUILIBRIO MPE RF LP RESP LTDA,CAIXA FIC FIF EQUILIBRIO MPE RF LP RESP LTDA,05/07/2006,"5,86975800","0,045","0,94","5,22","13,96","41,527",PJ,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-equilibrio-mpe-rf-lp/,07.986.172/0001-25,5405,Moderado,1.0,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5405.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5405.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5405.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5405.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5405.pdf
RENDA FIXA,CAIXA FIF SAUDE SUPLEMENTAR ANS RF LP - RESP LTDA,CAIXA FIF SAUDE SUPLEMENTAR ANS RF LP - RESP LTDA,15/07/2008,"5,10883500","0,052","0,94","5,46","14,51","790,388",PJ,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-saude-suplementar-anf-rf,09.181.268/0001-41,5080,Conservador,0.35,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5080.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5080.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5080.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5080.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5080.pdf
